Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year
A - MEDICA,"Jaargetijdenlaan 100, 1050 Elsene, Belgium","46460, 51460",479587794,2003-02-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=479587794, databe: https://data.be/en/company/0479587794, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0479587794&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0479587794, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=479587794, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0479587794, kbodata: http://data.kbodata.be/organisation/0479_587_794, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0479587794, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0479587794, opencorporates: https://opencorporates.com/companies/be/0479587794, opencorporatesapi: https://api.opencorporates.com/companies/be/0479587794, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0479587794, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0479587794, trendstop: http://trendstop.knack.be/en/detail/0479587794, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0479587794",n.b.,n.b.,2022.0
DIGITAL DC,"Oude -Grachtlaan 7, 2950 Kapellen, Belgium","46460, 47740, 74909, 86909",500879591,2012-11-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=500879591, databe: https://data.be/en/company/0500879591, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0500879591&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0500879591, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=500879591, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0500879591, kbodata: http://data.kbodata.be/organisation/0500_879_591, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0500879591, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0500879591, opencorporates: https://opencorporates.com/companies/be/0500879591, opencorporatesapi: https://api.opencorporates.com/companies/be/0500879591, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0500879591, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0500879591, trendstop: http://trendstop.knack.be/en/detail/0500879591, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0500879591",n.b.,n.b.,2022.0
COMPAGNIE EUROPEENNE DE DISTRIBUTION PHARMACEUTIQUE,"Kasterlindenstraat 128, 1082 Sint-Agatha-Berchem, Belgium",,501544636,2012-11-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=501544636, databe: https://data.be/en/company/0501544636, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0501544636&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0501544636, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=501544636, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0501544636, kbodata: http://data.kbodata.be/organisation/0501_544_636, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0501544636, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0501544636, opencorporates: https://opencorporates.com/companies/be/0501544636, opencorporatesapi: https://api.opencorporates.com/companies/be/0501544636, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0501544636, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0501544636, trendstop: http://trendstop.knack.be/en/detail/0501544636, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0501544636",n.b.,n.b.,2022.0
BIOPHARMEL,"Is. Meyskensstraat 222, 1780 Wemmel, Belgium",,505983573,2014-12-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=505983573, databe: https://data.be/en/company/0505983573, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0505983573&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0505983573, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=505983573, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0505983573, kbodata: http://data.kbodata.be/organisation/0505_983_573, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0505983573, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0505983573, opencorporates: https://opencorporates.com/companies/be/0505983573, opencorporatesapi: https://api.opencorporates.com/companies/be/0505983573, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0505983573, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0505983573, trendstop: http://trendstop.knack.be/en/detail/0505983573, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0505983573",n.b.,n.b.,2022.0
AVANOTT,"Schoonzichtlaan 88, 3020 Herent, Belgium","46460, 46180",542894449,2013-12-06,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=542894449, databe: https://data.be/en/company/0542894449, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0542894449&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0542894449, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=542894449, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0542894449, kbodata: http://data.kbodata.be/organisation/0542_894_449, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0542894449, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0542894449, opencorporates: https://opencorporates.com/companies/be/0542894449, opencorporatesapi: https://api.opencorporates.com/companies/be/0542894449, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0542894449, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0542894449, trendstop: http://trendstop.knack.be/en/detail/0542894449, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0542894449",n.b.,n.b.,2022.0
LIMS TRADING,"Kapitein Crespelstraat 14, 1050 Elsene, Belgium","56102, 46460, 46150, 47730",578940639,2015-01-27,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=578940639, databe: https://data.be/en/company/0578940639, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0578940639&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0578940639, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=578940639, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0578940639, kbodata: http://data.kbodata.be/organisation/0578_940_639, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0578940639, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0578940639, opencorporates: https://opencorporates.com/companies/be/0578940639, opencorporatesapi: https://api.opencorporates.com/companies/be/0578940639, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0578940639, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0578940639, trendstop: http://trendstop.knack.be/en/detail/0578940639, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0578940639",n.b.,n.b.,2022.0
EUROPEAN MEDICAL BONE BANK,"Eburonenstraat 32, 1000 Brussel, Belgium","46460, 45112, 46699, 77295",632568672,2015-06-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=632568672, databe: https://data.be/en/company/0632568672, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0632568672&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0632568672, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=632568672, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0632568672, kbodata: http://data.kbodata.be/organisation/0632_568_672, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0632568672, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0632568672, opencorporates: https://opencorporates.com/companies/be/0632568672, opencorporatesapi: https://api.opencorporates.com/companies/be/0632568672, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0632568672, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0632568672, trendstop: http://trendstop.knack.be/en/detail/0632568672, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0632568672",n.b.,n.b.,2022.0
SANMEDEX,"Coghenlaan 119, 1180 Ukkel, Belgium",46460,632897878,2015-06-30,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=632897878, databe: https://data.be/en/company/0632897878, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0632897878&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0632897878, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=632897878, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0632897878, kbodata: http://data.kbodata.be/organisation/0632_897_878, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0632897878, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0632897878, opencorporates: https://opencorporates.com/companies/be/0632897878, opencorporatesapi: https://api.opencorporates.com/companies/be/0632897878, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0632897878, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0632897878, trendstop: http://trendstop.knack.be/en/detail/0632897878, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0632897878",n.b.,n.b.,2022.0
SKENDERBEU,"Josse Impensstraat 3, 1030 Schaarbeek, Belgium",,474327921,1998-01-07,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=474327921, databe: https://data.be/en/company/0474327921, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0474327921&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0474327921, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=474327921, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0474327921, kbodata: http://data.kbodata.be/organisation/0474_327_921, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0474327921, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0474327921, opencorporates: https://opencorporates.com/companies/be/0474327921, opencorporatesapi: https://api.opencorporates.com/companies/be/0474327921, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0474327921, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0474327921, trendstop: http://trendstop.knack.be/en/detail/0474327921, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0474327921",n.b.,n.b.,2023.0
GRINTA BENELUX,"Cranenskapelstraat 68, 3200 Aarschot, Belgium","46460, 47740",635993960,2015-09-03,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=635993960, databe: https://data.be/en/company/0635993960, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0635993960&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0635993960, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=635993960, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0635993960, kbodata: http://data.kbodata.be/organisation/0635_993_960, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0635993960, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0635993960, opencorporates: https://opencorporates.com/companies/be/0635993960, opencorporatesapi: https://api.opencorporates.com/companies/be/0635993960, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0635993960, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0635993960, trendstop: http://trendstop.knack.be/en/detail/0635993960, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0635993960",n.b.,n.b.,2022.0
APROPEAU,"Naamsesteenweg 160, 3001 Leuven, Belgium","46460, 47730",663881361,2016-10-06,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=663881361, databe: https://data.be/en/company/0663881361, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0663881361&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0663881361, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=663881361, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0663881361, kbodata: http://data.kbodata.be/organisation/0663_881_361, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0663881361, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0663881361, opencorporates: https://opencorporates.com/companies/be/0663881361, opencorporatesapi: https://api.opencorporates.com/companies/be/0663881361, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0663881361, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0663881361, trendstop: http://trendstop.knack.be/en/detail/0663881361, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0663881361",n.b.,n.b.,2022.0
FARTRADE,"Hortensiaslaan 17, 1970 Wezembeek-Oppem, Belgium","46460, 47740",685971627,2017-12-15,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=685971627, databe: https://data.be/en/company/0685971627, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0685971627&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0685971627, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=685971627, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0685971627, kbodata: http://data.kbodata.be/organisation/0685_971_627, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0685971627, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0685971627, opencorporates: https://opencorporates.com/companies/be/0685971627, opencorporatesapi: https://api.opencorporates.com/companies/be/0685971627, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0685971627, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0685971627, trendstop: http://trendstop.knack.be/en/detail/0685971627, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0685971627",n.b.,n.b.,2022.0
DE STRALENDE PIJL,"Herlaerstraat 2, 1800 Vilvoorde, Belgium","46460, 47740, 77295",690683748,2018-02-16,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=690683748, databe: https://data.be/en/company/0690683748, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0690683748&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0690683748, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=690683748, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0690683748, kbodata: http://data.kbodata.be/organisation/0690_683_748, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0690683748, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0690683748, opencorporates: https://opencorporates.com/companies/be/0690683748, opencorporatesapi: https://api.opencorporates.com/companies/be/0690683748, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0690683748, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0690683748, trendstop: http://trendstop.knack.be/en/detail/0690683748, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0690683748",n.b.,n.b.,2022.0
FUTTITINNI,"Burg 9, 8000 Brugge, Belgium",,707680227,2018-10-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=707680227, databe: https://data.be/en/company/0707680227, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0707680227&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0707680227, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=707680227, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0707680227, kbodata: http://data.kbodata.be/organisation/0707_680_227, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0707680227, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0707680227, opencorporates: https://opencorporates.com/companies/be/0707680227, opencorporatesapi: https://api.opencorporates.com/companies/be/0707680227, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0707680227, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0707680227, trendstop: http://trendstop.knack.be/en/detail/0707680227, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0707680227",n.b.,n.b.,2022.0
DANSAERT APO,"Langestraat 151, 3111 Rotselaar, Belgium","46460, 47299, 47740, 47750",707924311,2018-10-08,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=707924311, databe: https://data.be/en/company/0707924311, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0707924311&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0707924311, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=707924311, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0707924311, kbodata: http://data.kbodata.be/organisation/0707_924_311, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0707924311, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0707924311, opencorporates: https://opencorporates.com/companies/be/0707924311, opencorporatesapi: https://api.opencorporates.com/companies/be/0707924311, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0707924311, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0707924311, trendstop: http://trendstop.knack.be/en/detail/0707924311, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0707924311",n.b.,n.b.,2022.0
AMPLIPHARMA,"Vorstlaan 100, 1170 Watermaal-Bosvoorde, Belgium",46460,716928483,2018-12-28,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=716928483, databe: https://data.be/en/company/0716928483, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0716928483&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0716928483, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=716928483, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0716928483, kbodata: http://data.kbodata.be/organisation/0716_928_483, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0716928483, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0716928483, opencorporates: https://opencorporates.com/companies/be/0716928483, opencorporatesapi: https://api.opencorporates.com/companies/be/0716928483, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0716928483, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0716928483, trendstop: http://trendstop.knack.be/en/detail/0716928483, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0716928483",n.b.,n.b.,2022.0
CONFORT AT HOME,"Veeweidestraat 18, 1070 Anderlecht, Belgium","46460, 46180, 70210, 70220, 72190",737633035,2019-11-13,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=737633035, databe: https://data.be/en/company/0737633035, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0737633035&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0737633035, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=737633035, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0737633035, kbodata: http://data.kbodata.be/organisation/0737_633_035, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0737633035, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0737633035, opencorporates: https://opencorporates.com/companies/be/0737633035, opencorporatesapi: https://api.opencorporates.com/companies/be/0737633035, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0737633035, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0737633035, trendstop: http://trendstop.knack.be/en/detail/0737633035, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0737633035",n.b.,n.b.,2022.0
MEDICO ELECTRODES,"Sint-Michielslaan 65, 1040 Etterbeek, Belgium",46460,745452225,2020-03-17,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=745452225, databe: https://data.be/en/company/0745452225, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0745452225&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0745452225, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=745452225, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0745452225, kbodata: http://data.kbodata.be/organisation/0745_452_225, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0745452225, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0745452225, opencorporates: https://opencorporates.com/companies/be/0745452225, opencorporatesapi: https://api.opencorporates.com/companies/be/0745452225, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0745452225, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0745452225, trendstop: http://trendstop.knack.be/en/detail/0745452225, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0745452225",n.b.,n.b.,2022.0
PHARMACORE,"Oude Molenstraat 311, 1180 Ukkel, Belgium","46460, 46190, 70220",746953547,2020-05-15,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=746953547, databe: https://data.be/en/company/0746953547, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0746953547&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0746953547, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=746953547, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0746953547, kbodata: http://data.kbodata.be/organisation/0746_953_547, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0746953547, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0746953547, opencorporates: https://opencorporates.com/companies/be/0746953547, opencorporatesapi: https://api.opencorporates.com/companies/be/0746953547, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0746953547, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0746953547, trendstop: http://trendstop.knack.be/en/detail/0746953547, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0746953547",n.b.,n.b.,2022.0
