Company Name,Full Address,Latitude,Longitude,Street,Number,Postal Code,City,Country,Activities,NACE Descriptions,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year,Sector,LEVENSDUURVERLENGING,LEVENSDUURVERLENGING urls,MATERIALENGEBRUIK,MATERIALENGEBRUIK urls,ECODESIGN,ECODESIGN urls
STRAUMANN,"Belgicastraat 3, 1930 Zaventem, Belgium",50.8801201,4.4583583,Belgicastraat,3,1930,Zaventem,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,475919018,2001-10-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=475919018, databe: https://data.be/en/company/0475919018, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0475919018&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0475919018, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=475919018, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0475919018, kbodata: http://data.kbodata.be/organisation/0475_919_018, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0475919018, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0475919018, opencorporates: https://opencorporates.com/companies/be/0475919018, opencorporatesapi: https://api.opencorporates.com/companies/be/0475919018, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0475919018, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0475919018, trendstop: http://trendstop.knack.be/en/detail/0475919018, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0475919018",29,n.b.,2022.0,LA_WSale_Farma,"De relevantie van het bedrijf STRAUMANN wordt beschreven in het kader van het panel over duurzaamheid en het zakelijke model van de toekomst. Het bedrijf STRAUMANN is waarschijnlijk uitgenodigd vanwege zijn leiderschap op het gebied van duurzaamheid in de medische sector, waar het zich richt op geavanceerde tandheelkundige implantaten en regeneratieve producten. Het bedrijf staat bekend om zijn inzet voor duurzaamheid en maatschappelijk verantwoord ondernemen, wat relevant is in het bredere gesprek over du",https://www.swissmbas.com/event/details/sustainable-leaders-conference-2022,"De relevantie van het bedrijf STRAUMANN wordt beschreven in het kader van duurzaamheid en de circulaire economie. Er wordt verwezen naar het belang van het verminderen van de CO2-voetafdruk bij de productie van implantaten en het streven naar 100% hernieuwbare energie. STRAUMANN speelt hierbij een rol door zich te richten op duurzaamheid, ontwerp voor levensduur, hergebruik en recycling. Het bedrijf biedt cutting-edge technologieën aan die helpen bij het verminderen van productieverspilling en het bevorderen van architectonische en","https://www.linkedin.com/posts/straumann-group_sustainability-progress-climateaction-activity-7157699108139360257-In8M, https://www.linkedin.com/posts/straumann-group_oralhealth-sustainability-digitaldentistry-activity-6934428241789157376-zgqc, https://www.swissmbas.com/event/details/sustainable-leaders-conference-2022","De relevantie van het bedrijf STRAUMANN wordt beschreven in het kader van hun inzet voor duurzaamheid. Het bedrijf is toegewijd aan het verminderen van emissies, het beheren van afval en het verbeteren van resource-efficiëntie. In 2020 hebben de initiatieven van STRAUMANN ongeveer 2.630 ton aan jaarlijkse broeikasgasemissies verminderd. Deze inspanningen tonen de toewijding van het bedrijf aan duurzaamheid en milieubescherming.",https://www.linkedin.com/posts/straumann-group_oralhealth-sustainability-digitaldentistry-activity-6934428241789157376-zgqc,,
GRACOPA,"Antoine Dansaertstraat 108, 1000 Brussel, Belgium",50.8516925,4.3439983,Antoine Dansaertstraat,108,1000,Brussel,Belgium,46460,Wholesale trade of pharmaceutical goods,47931481,2003-01-20,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=479314810, databe: https://data.be/en/company/0479314810, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0479314810&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0479314810, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=479314810, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0479314810, kbodata: http://data.kbodata.be/organisation/0479_314_810, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0479314810, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0479314810, opencorporates: https://opencorporates.com/companies/be/0479314810, opencorporatesapi: https://api.opencorporates.com/companies/be/0479314810, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0479314810, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0479314810, trendstop: http://trendstop.knack.be/en/detail/0479314810, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0479314810",n.b.,n.b.,2022.0,LA_WSale_Farma,"De relevante context waarin de verwijzing naar het bedrijf GRACOPA voorkomt, is een beschrijving van producten zoals verfslangen en pompen die worden gebruikt in combinatie met spuitapparatuur voor het aanbrengen van verf en coatings. In deze context worden verschillende producten genoemd, zoals de SAGOLA LP verfpomp met een 5 meter lange HVLP slang, die kan worden gebruikt met drukvaten of verfpompen. Het bedrijf GRACOPA zou relevant kunnen zijn omdat het waarschijnlijk soortgelijke producten levert of actief is in de sector van verfapp",https://lakierniczy-malarski.pl/pl/p/Waz-agregat-pompa-GRACO-PA-2.6-ID-10-mm-15m-38-BSP-500-bar-farba-material/7623,"In de context waarin de relevantie van het bedrijf GRACOPA wordt beschreven, wordt verwezen naar oudere modellen van Graco speelboxen. Klanten prijzen deze modellen vanwege hun lichtgewicht, stevigheid, ruimte en het feit dat ze gemakkelijk mee te nemen zijn tijdens het reizen. Er wordt ook opgemerkt dat deze producten duurzaamheidseigenschappen hebben, zoals veiligere chemicaliën voor menselijke gezondheid en het milieu. Er wordt positief gesproken over de kwaliteit, comfort, waterdichtheid, gebruiksgemak, waarde","https://www.amazon.com/Waterproof-Protector-Foldable-Mattress-Portable/dp/B081RHLC1Z, https://www.amazon.com/Graco-Pack-Play-Playard-Stratus/dp/B00PTL3TOO",,,,
IC PHARMA,"Congresstraat 35, 1000 Brussel, Belgium",50.8492667,4.3669082,Congresstraat,35,1000,Brussel,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,505707124,2014-11-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=505707124, databe: https://data.be/en/company/0505707124, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0505707124&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0505707124, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=505707124, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0505707124, kbodata: http://data.kbodata.be/organisation/0505_707_124, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0505707124, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0505707124, opencorporates: https://opencorporates.com/companies/be/0505707124, opencorporatesapi: https://api.opencorporates.com/companies/be/0505707124, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0505707124, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0505707124, trendstop: http://trendstop.knack.be/en/detail/0505707124, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0505707124",3,n.b.,2023.0,LA_WSale_Farma,"IC PHARMA wordt genoemd in het kader van de acquisitie door International Chemical Investors Group (ICIG) van verschillende bedrijven, waaronder Roche's productiesite. Deze acquisities laten zien dat ICIG actief is in de chemische industrie en investeert in verschillende productiesites en bedrijven. Dit benadrukt de relevantie van IC PHARMA als onderdeel van ICIG en suggereert dat het bedrijf mogelijk betrokken is bij de chemische sector of productieactiviteiten.",https://ic-investors.com/news/,"In deze context wordt de relevantie van het bedrijf IC PHARMA beschreven in relatie tot het produceren van circular-attributed PVC met behulp van circular ethyleen, dat wordt geproduceerd uit gemengd plastic afval. IC PHARMA speelt een rol bij het sluiten van de kringloop van plastic recycling door dit innovatieve proces toe te passen.",https://ic-investors.com/news/,,,,
SASMAR PHARMACEUTICALS,"Terhulpsesteenweg 187, 1170 Watermaal-Bosvoorde, Belgium",50.7952155,4.4063397,Terhulpsesteenweg,187,1170,Watermaal-Bosvoorde,Belgium,"46460, 46460, 21100",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Manufacture of basic pharmaceutical products,507657022,2014-12-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=507657022, databe: https://data.be/en/company/0507657022, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0507657022&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0507657022, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=507657022, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0507657022, kbodata: http://data.kbodata.be/organisation/0507_657_022, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0507657022, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0507657022, opencorporates: https://opencorporates.com/companies/be/0507657022, opencorporatesapi: https://api.opencorporates.com/companies/be/0507657022, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0507657022, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0507657022, trendstop: http://trendstop.knack.be/en/detail/0507657022, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0507657022",n.b.,n.b.,2022.0,LA_WSale_Farma,"SASMAR PHARMACEUTICALS zet zich in voor MATERIALENGEBRUIK omdat het bedrijf zich richt op vruchtbaarheidsbevordering en reproductieve gezondheid. Het heeft 'Conceive Plus Fertility Lubricant' ontwikkeld na intensieve samenwerking met vruchtbaarheidsexperts in de Verenigde Staten, wat een belangrijke mijlpaal was voor het bedrijf.",https://www.slideshare.net/slideshow/sasmar-full-profile/34842368,SASMAR PHARMACEUTICALS zet zich in voor LEVENSDUURVERLENGING omdat het bedrijf betrokken is bij het helpen van Accountable Care Organizations (ACO's) bij het benutten van kwaliteitsbeheertools voor MIPS en meer. De MeasureAble-toepassing van het bedrijf ondersteunt naleving en stimuleert continue verbetering voor ACO's. Deze inzet is relevant in de context van kankerbestrijding en kwaliteitsmanagement in de gezondheidszorg.,https://www.slideshare.net/slideshow/sasmar-full-profile/34842368,"SASMAR PHARMACEUTICALS zet zich in voor ECODESIGN omdat het belangrijk is om duurzame en milieuvriendelijke oplossingen te bieden in de farmaceutische sector. In een context waarin de nadruk wordt gelegd op essentiële metrieken voor palliatieve zorg en zorgcoördinatie, is het relevant om te benadrukken dat SASMAR PHARMACEUTICALS zich inzet voor ecologisch ontwerp en duurzaamheid in hun productieprocessen.",https://www.slideshare.net/slideshow/sasmar-full-profile/34842368
MINTT,"Louizalaan 251, 1050 Elsene, Belgium",50.83399559999999,4.3573068,Louizalaan,251,1050,Elsene,Belgium,"62010, 46460",Computer programming activities; Wholesale trade of pharmaceutical goods,544636885,2014-01-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=544636885, databe: https://data.be/en/company/0544636885, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0544636885&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0544636885, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=544636885, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0544636885, kbodata: http://data.kbodata.be/organisation/0544_636_885, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0544636885, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0544636885, opencorporates: https://opencorporates.com/companies/be/0544636885, opencorporatesapi: https://api.opencorporates.com/companies/be/0544636885, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0544636885, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0544636885, trendstop: http://trendstop.knack.be/en/detail/0544636885, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0544636885",17,n.b.,2022.0,LA_WSale_Farma,,,,,,
TROMP MEDICAL,"Excelsiorlaan 33, 1930 Zaventem, Belgium",50.8820466,4.4518518,Excelsiorlaan,33,1930,Zaventem,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,644896976,2015-12-28,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=644896976, databe: https://data.be/en/company/0644896976, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0644896976&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0644896976, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=644896976, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0644896976, kbodata: http://data.kbodata.be/organisation/0644_896_976, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0644896976, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0644896976, opencorporates: https://opencorporates.com/companies/be/0644896976, opencorporatesapi: https://api.opencorporates.com/companies/be/0644896976, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0644896976, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0644896976, trendstop: http://trendstop.knack.be/en/detail/0644896976, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0644896976",16,n.b.,2022.0,LA_WSale_Farma,,,,,,
D.L.H.,"Duffelsesteenweg 46, 2860 Sint-Katelijne-Waver, Belgium",51.0728115,4.5322514,Duffelsesteenweg,46,2860,Sint-Katelijne-Waver,Belgium,"46460, 46460, 46350, 46392, 47740, 56301","Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Wholesale trade of tobacco products; Non-specialised wholesale trade of non-frozen food, beverages and tobacco; Retail trade of medical and orthopaedic goods in specialised stores; Cafés and bars",653774555,2016-05-03,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=653774555, databe: https://data.be/en/company/0653774555, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0653774555&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0653774555, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=653774555, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0653774555, kbodata: http://data.kbodata.be/organisation/0653_774_555, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0653774555, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0653774555, opencorporates: https://opencorporates.com/companies/be/0653774555, opencorporatesapi: https://api.opencorporates.com/companies/be/0653774555, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0653774555, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0653774555, trendstop: http://trendstop.knack.be/en/detail/0653774555, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0653774555",n.b.,n.b.,2022.0,LA_WSale_Farma,"D.L.H. zet zich in voor MATERIALENGEBRUIK omdat zij recentelijk zonnepanelen heeft geïnstalleerd bij Allegheny Traditional Academy, waardoor het schoolgebouw kan profiteren van duurzame energie voor het verwarmen van water. Deze installaties dienen ook als praktijkvoorbeeld voor studenten en stellen de school in staat om extra zomerprogramma's te plannen. Daarnaast gaf chef-kok Chris Galarza tijdens een evenement op maandag een kookdemonstratie met elektrische apparaten om Hispanic Heritage Month te eren.",https://newsroom.duquesnelight.com/sustainable-upgrades-to-allegheny-traditional-academy-provide-cleaner-cooler-air-for-students-this-school-year,"D.L.H. zet zich in voor LEVENSDUURVERLENGING omdat het een energiedienstenholdingbedrijf is dat zich inzet voor Duquesne Light Company, DQE Communications en andere dochterondernemingen die actief zijn in de energie-industrie.",https://newsroom.duquesnelight.com/sustainable-upgrades-to-allegheny-traditional-academy-provide-cleaner-cooler-air-for-students-this-school-year,,
KAPCARE,"Vorstlaan 36, 1170 Watermaal-Bosvoorde, Belgium",50.8034852,4.4247724,Vorstlaan,36,1170,Watermaal-Bosvoorde,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,68097781,2017-09-13,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=680977810, databe: https://data.be/en/company/0680977810, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0680977810&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0680977810, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=680977810, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0680977810, kbodata: http://data.kbodata.be/organisation/0680_977_810, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0680977810, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0680977810, opencorporates: https://opencorporates.com/companies/be/0680977810, opencorporatesapi: https://api.opencorporates.com/companies/be/0680977810, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0680977810, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0680977810, trendstop: http://trendstop.knack.be/en/detail/0680977810, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0680977810",13,n.b.,2022.0,LA_WSale_Farma,"KAPCARE zet zich in voor MATERIALENGEBRUIK omdat zij online trainingen aanbieden die bijdragen aan duurzame ontwikkeling. De trainingen omvatten grafisch aantrekkelijke elementen en geven deelnemers de mogelijkheid om antwoorden te herzien en alternatieve methoden te verkennen. Het bedrijf streeft ernaar om de attitudes en praktijken van deelnemers te veranderen en biedt progressierapporten aan om de vooruitgang te monitoren. De trainingen zijn gericht op het bevorderen van One Health, een wereldwijd erkend concept","https://www.joghr.org/article/75304-awareness-knowledge-attitude-and-practices-a-kap-assessment-of-the-one-health-approach-in-health-sciences-education-webinar-series-participants-i, https://kasukuappstore.com/product.php?app=Boldungu","KAPCARE zet zich in voor LEVENSDUURVERLENGING omdat het een app ontwikkelt met verse vragen die een uitdagende praktijkervaring bieden, waardoor kennisintegratie wordt bevorderd voor betere interventies bij antimicrobiële resistentie. Het bedrijf wordt genoemd in een context van gezondheidsonderzoek en beleidsvorming, waarbij de focus ligt op het informeren van interventies voor antimicrobiële resistentie.","https://www.joghr.org/article/75304-awareness-knowledge-attitude-and-practices-a-kap-assessment-of-the-one-health-approach-in-health-sciences-education-webinar-series-participants-i, https://kasukuappstore.com/product.php?app=Boldungu",,
MOTION MEDICAL,"Haldertstraat 68, 3390 Tielt-Winge, Belgium",50.9360371,4.8641165,Haldertstraat,68,3390,Tielt-Winge,Belgium,"46460, 46460, 64200, 82990",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Activities of holding companies; Other business support service activities n.e.c.,690810739,2018-02-21,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=690810739, databe: https://data.be/en/company/0690810739, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0690810739&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0690810739, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=690810739, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0690810739, kbodata: http://data.kbodata.be/organisation/0690_810_739, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0690810739, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0690810739, opencorporates: https://opencorporates.com/companies/be/0690810739, opencorporatesapi: https://api.opencorporates.com/companies/be/0690810739, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0690810739, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0690810739, trendstop: http://trendstop.knack.be/en/detail/0690810739, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0690810739",9,n.b.,2022.0,LA_WSale_Farma,MOTION MEDICAL zet zich in voor MATERIALENGEBRUIK omdat ze relevant zijn in de medische sector en zich bezighouden met innovatieve oplossingen voor materialen en apparatuur die worden gebruikt in medische ingrepen en behandelingen.,"https://complit.fas.harvard.edu/people/thornber-karen/, https://doh.sd.gov/healthcare-professionals/ems-trauma-program/",,,,
ASP BELGIUM,"Havenlaan 86C, 1000 Brussel, Belgium",50.8648307,4.3491892,Havenlaan,86C,1000,Brussel,Belgium,"46460, 46460, 32500, 33120",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Manufacture of medical and dental instruments and supplies; Repair services of machines,691974442,2018-03-13,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=691974442, databe: https://data.be/en/company/0691974442, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0691974442&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0691974442, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=691974442, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0691974442, kbodata: http://data.kbodata.be/organisation/0691_974_442, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0691974442, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0691974442, opencorporates: https://opencorporates.com/companies/be/0691974442, opencorporatesapi: https://api.opencorporates.com/companies/be/0691974442, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0691974442, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0691974442, trendstop: http://trendstop.knack.be/en/detail/0691974442, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0691974442",3,n.b.,2022.0,LA_WSale_Farma,,,,,,
DERMAT MEDICAL SUPPLIES,"Ambachtenlaan 38, 3001 Leuven, Belgium",50.84749249999999,4.7151008,Ambachtenlaan,38,3001,Leuven,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,696800191,2018-03-30,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=696800191, databe: https://data.be/en/company/0696800191, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0696800191&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0696800191, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=696800191, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0696800191, kbodata: http://data.kbodata.be/organisation/0696_800_191, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0696800191, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0696800191, opencorporates: https://opencorporates.com/companies/be/0696800191, opencorporatesapi: https://api.opencorporates.com/companies/be/0696800191, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0696800191, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0696800191, trendstop: http://trendstop.knack.be/en/detail/0696800191, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0696800191",5,n.b.,2022.0,LA_WSale_Farma,"DERMAT MEDICAL SUPPLIES zet zich in voor MATERIALENGEBRUIK omdat het bedrijf producten aanbiedt die gemaakt zijn van recyclebare materialen, zoals zinklegeringen en roestvrij staal. Dit helpt bij het verminderen van afval en het bevorderen van een duurzamere benadering van het gebruik van materialen in de medische sector.",https://www.healthline.com/health/beauty-skin-care/eco-friendly-razors,"DERMAT MEDICAL SUPPLIES zet zich in voor LEVENSDUURVERLENGING omdat het bedrijf zich richt op de ontwikkeling van morgen's receptgeneesmiddelen en producten met onuitputtelijke middelen van de verbeelding. Dit sluit aan bij de missie van M. Pierre Fabre, de oprichter van de groep, die aangaf dat er geen spannendere taak is dan deze.","https://www.healthline.com/health/beauty-skin-care/eco-friendly-razors, https://www.pierre-fabre.com/en",,
