Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year
DENTIM,"Melkouwensteenweg 21, 2590 Berlaar, Belgium",,432378290,1987-10-29,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=432378290, databe: https://data.be/en/company/0432378290, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0432378290&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0432378290, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=432378290, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0432378290, kbodata: http://data.kbodata.be/organisation/0432_378_290, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0432378290, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0432378290, opencorporates: https://opencorporates.com/companies/be/0432378290, opencorporatesapi: https://api.opencorporates.com/companies/be/0432378290, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0432378290, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0432378290, trendstop: http://trendstop.knack.be/en/detail/0432378290, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0432378290",n.b.,n.b.,2022.0
FETON,"Molièrelaan 351, 1180 Ukkel, Belgium","46460, 46460, 51460, 51460",432763916,1987-12-11,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=432763916, databe: https://data.be/en/company/0432763916, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0432763916&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0432763916, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=432763916, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0432763916, kbodata: http://data.kbodata.be/organisation/0432_763_916, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0432763916, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0432763916, opencorporates: https://opencorporates.com/companies/be/0432763916, opencorporatesapi: https://api.opencorporates.com/companies/be/0432763916, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0432763916, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0432763916, trendstop: http://trendstop.knack.be/en/detail/0432763916, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0432763916",n.b.,n.b.,2022.0
BORLOO,"Kouterstraat 84, 3071 Kortenberg, Belgium","46460, 46392, 51460, 51392",436617586,1989-02-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=436617586, databe: https://data.be/en/company/0436617586, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0436617586&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0436617586, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=436617586, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0436617586, kbodata: http://data.kbodata.be/organisation/0436_617_586, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0436617586, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0436617586, opencorporates: https://opencorporates.com/companies/be/0436617586, opencorporatesapi: https://api.opencorporates.com/companies/be/0436617586, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0436617586, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0436617586, trendstop: http://trendstop.knack.be/en/detail/0436617586, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0436617586",n.b.,n.b.,2022.0
AEMT,"Kruisstraat(BOR) 18, 2880 Bornem, Belgium","62020, 62010",713928512,2018-11-27,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=713928512, databe: https://data.be/en/company/0713928512, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0713928512&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0713928512, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=713928512, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0713928512, kbodata: http://data.kbodata.be/organisation/0713_928_512, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0713928512, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0713928512, opencorporates: https://opencorporates.com/companies/be/0713928512, opencorporatesapi: https://api.opencorporates.com/companies/be/0713928512, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0713928512, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0713928512, trendstop: http://trendstop.knack.be/en/detail/0713928512, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0713928512",n.b.,n.b.,2022.0
GAMA MEDICALS,"Gulden Kasteelstraat 14, 1180 Ukkel, Belgium","47730, 46460, 51460, 52310",443857944,1991-04-04,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=443857944, databe: https://data.be/en/company/0443857944, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0443857944&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0443857944, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=443857944, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0443857944, kbodata: http://data.kbodata.be/organisation/0443_857_944, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0443857944, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0443857944, opencorporates: https://opencorporates.com/companies/be/0443857944, opencorporatesapi: https://api.opencorporates.com/companies/be/0443857944, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0443857944, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0443857944, trendstop: http://trendstop.knack.be/en/detail/0443857944, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0443857944",5,n.b.,2022.0
BIOTECH,"Molièrelaan 86, 1190 Vorst, Belgium","46460, 51460",444513386,1991-04-11,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=444513386, databe: https://data.be/en/company/0444513386, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0444513386&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0444513386, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=444513386, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0444513386, kbodata: http://data.kbodata.be/organisation/0444_513_386, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0444513386, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0444513386, opencorporates: https://opencorporates.com/companies/be/0444513386, opencorporatesapi: https://api.opencorporates.com/companies/be/0444513386, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0444513386, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0444513386, trendstop: http://trendstop.knack.be/en/detail/0444513386, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0444513386",n.b.,n.b.,2023.0
PHARMAMED,"Dokter Lemoinelaan 11, 1070 Anderlecht, Belgium","46460, 46460, 51460, 51460",444844572,1991-08-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=444844572, databe: https://data.be/en/company/0444844572, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0444844572&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0444844572, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=444844572, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0444844572, kbodata: http://data.kbodata.be/organisation/0444_844_572, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0444844572, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0444844572, opencorporates: https://opencorporates.com/companies/be/0444844572, opencorporatesapi: https://api.opencorporates.com/companies/be/0444844572, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0444844572, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0444844572, trendstop: http://trendstop.knack.be/en/detail/0444844572, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0444844572",4,n.b.,2022.0
NATURAL CARE,"G. Vandenheuvelstr. 139, 2230 Herselt, Belgium","46460, 46450, 51460, 51450",446333028,1992-01-07,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=446333028, databe: https://data.be/en/company/0446333028, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0446333028&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0446333028, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=446333028, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0446333028, kbodata: http://data.kbodata.be/organisation/0446_333_028, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0446333028, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0446333028, opencorporates: https://opencorporates.com/companies/be/0446333028, opencorporatesapi: https://api.opencorporates.com/companies/be/0446333028, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0446333028, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0446333028, trendstop: http://trendstop.knack.be/en/detail/0446333028, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0446333028",n.b.,n.b.,2022.0
AUXI - EXPORT,"Kolonel Van Gelestraat 120, 1040 Etterbeek, Belgium","46460, 46460, 51460, 51460",448506521,1992-10-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=448506521, databe: https://data.be/en/company/0448506521, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0448506521&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0448506521, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=448506521, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0448506521, kbodata: http://data.kbodata.be/organisation/0448_506_521, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0448506521, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0448506521, opencorporates: https://opencorporates.com/companies/be/0448506521, opencorporatesapi: https://api.opencorporates.com/companies/be/0448506521, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0448506521, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0448506521, trendstop: http://trendstop.knack.be/en/detail/0448506521, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0448506521",n.b.,n.b.,2022.0
CTO LIMBURG,"Arthur Dezangrélaan 35, 1950 Kraainem, Belgium","46460, 51460",450822544,1993-09-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=450822544, databe: https://data.be/en/company/0450822544, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0450822544&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0450822544, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=450822544, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0450822544, kbodata: http://data.kbodata.be/organisation/0450_822_544, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0450822544, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0450822544, opencorporates: https://opencorporates.com/companies/be/0450822544, opencorporatesapi: https://api.opencorporates.com/companies/be/0450822544, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0450822544, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0450822544, trendstop: http://trendstop.knack.be/en/detail/0450822544, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0450822544",n.b.,n.b.,2022.0
MENTHA,"Brouwerij Loriersstraat 1, 3320 Hoegaarden, Belgium","46460, 52330",452596357,1994-05-17,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=452596357, databe: https://data.be/en/company/0452596357, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0452596357&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0452596357, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=452596357, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0452596357, kbodata: http://data.kbodata.be/organisation/0452_596_357, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0452596357, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0452596357, opencorporates: https://opencorporates.com/companies/be/0452596357, opencorporatesapi: https://api.opencorporates.com/companies/be/0452596357, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0452596357, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0452596357, trendstop: http://trendstop.knack.be/en/detail/0452596357, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0452596357",n.b.,n.b.,2023.0
EURODB,"Belg.Onafhankelijkheidsln. 120, 1081 Koekelberg, Belgium","46460, 86909, 85146",453482522,1994-09-23,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=453482522, databe: https://data.be/en/company/0453482522, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0453482522&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0453482522, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=453482522, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0453482522, kbodata: http://data.kbodata.be/organisation/0453_482_522, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0453482522, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0453482522, opencorporates: https://opencorporates.com/companies/be/0453482522, opencorporatesapi: https://api.opencorporates.com/companies/be/0453482522, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0453482522, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0453482522, trendstop: http://trendstop.knack.be/en/detail/0453482522, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0453482522",n.b.,n.b.,2022.0
BESINS HEALTHCARE BENELUX,"Washingtonstraat 80, 1050 Elsene, Belgium",,454159047,1994-12-21,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=454159047, databe: https://data.be/en/company/0454159047, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0454159047&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0454159047, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=454159047, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0454159047, kbodata: http://data.kbodata.be/organisation/0454_159_047, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0454159047, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0454159047, opencorporates: https://opencorporates.com/companies/be/0454159047, opencorporatesapi: https://api.opencorporates.com/companies/be/0454159047, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0454159047, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0454159047, trendstop: http://trendstop.knack.be/en/detail/0454159047, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0454159047",n.b.,0,2022.0
KARL STORZ ENDOSCOPY BELGIUM,"Kantersteen 47, 1000 Brussel, Belgium","46460, 46460, 51460",454159542,1994-12-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=454159542, databe: https://data.be/en/company/0454159542, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0454159542&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0454159542, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=454159542, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0454159542, kbodata: http://data.kbodata.be/organisation/0454_159_542, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0454159542, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0454159542, opencorporates: https://opencorporates.com/companies/be/0454159542, opencorporatesapi: https://api.opencorporates.com/companies/be/0454159542, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0454159542, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0454159542, trendstop: http://trendstop.knack.be/en/detail/0454159542, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0454159542",2,n.b.,2022.0
D.E.N. MEDICAL,"Golden Hopestraat 35, 1620 Drogenbos, Belgium","46460, 46460, 51460, 51460",455374220,1995-06-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=455374220, databe: https://data.be/en/company/0455374220, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0455374220&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0455374220, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=455374220, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0455374220, kbodata: http://data.kbodata.be/organisation/0455_374_220, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0455374220, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0455374220, opencorporates: https://opencorporates.com/companies/be/0455374220, opencorporatesapi: https://api.opencorporates.com/companies/be/0455374220, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0455374220, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0455374220, trendstop: http://trendstop.knack.be/en/detail/0455374220, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0455374220",3,n.b.,2022.0
HUMANAS,"Heestenweg(ITE) 35, 2222 Heist-op-den-Berg, Belgium","46460, 51460",457972137,1996-05-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=457972137, databe: https://data.be/en/company/0457972137, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0457972137&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0457972137, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=457972137, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0457972137, kbodata: http://data.kbodata.be/organisation/0457_972_137, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0457972137, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0457972137, opencorporates: https://opencorporates.com/companies/be/0457972137, opencorporatesapi: https://api.opencorporates.com/companies/be/0457972137, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0457972137, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0457972137, trendstop: http://trendstop.knack.be/en/detail/0457972137, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0457972137",n.b.,n.b.,2022.0
REMED PHARMA,"Bevrijdingslaan 86, 1640 Sint-Genesius-Rode, Belgium","46460, 46460, 51460, 51460",459204532,1996-11-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=459204532, databe: https://data.be/en/company/0459204532, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0459204532&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0459204532, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=459204532, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0459204532, kbodata: http://data.kbodata.be/organisation/0459_204_532, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0459204532, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0459204532, opencorporates: https://opencorporates.com/companies/be/0459204532, opencorporatesapi: https://api.opencorporates.com/companies/be/0459204532, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0459204532, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0459204532, trendstop: http://trendstop.knack.be/en/detail/0459204532, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0459204532",1,n.b.,2022.0
CAPRICORN COMMUNICATION,"Alphonse Renardstraat 2, 1050 Elsene, Belgium","46460, 51460",462624573,1998-02-13,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=462624573, databe: https://data.be/en/company/0462624573, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0462624573&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0462624573, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=462624573, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0462624573, kbodata: http://data.kbodata.be/organisation/0462_624_573, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0462624573, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0462624573, opencorporates: https://opencorporates.com/companies/be/0462624573, opencorporatesapi: https://api.opencorporates.com/companies/be/0462624573, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0462624573, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0462624573, trendstop: http://trendstop.knack.be/en/detail/0462624573, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0462624573",n.b.,n.b.,2022.0
KRONOS DENTAL,No result,No activities found,No ID,No Start Date,No See Also Info,3,n.b.,2023.0
MEDICATRONICS BELGIUM,"Pegasuslaan 5, 1831 Machelen (Brab.), Belgium","46460, 46431, 51460, 51430",474498759,2001-04-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=474498759, databe: https://data.be/en/company/0474498759, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0474498759&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0474498759, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=474498759, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0474498759, kbodata: http://data.kbodata.be/organisation/0474_498_759, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0474498759, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0474498759, opencorporates: https://opencorporates.com/companies/be/0474498759, opencorporatesapi: https://api.opencorporates.com/companies/be/0474498759, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0474498759, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0474498759, trendstop: http://trendstop.knack.be/en/detail/0474498759, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0474498759",n.b.,n.b.,2022.0
