Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year
S.A. NOVO NORDISK PHARMA N.V.,No result,No activities found,No ID,No Start Date,No See Also Info,79,128846.171,2022.0
DANONE BELUX,No result,No activities found,No ID,No Start Date,No See Also Info,197,120306.28,2022.0
BOEHRINGER INGELHEIM SCOMM,No result,No activities found,No ID,No Start Date,No See Also Info,121,112415.839,2022.0
ELI LILLY BENELUX,"Markiesstraat 1, 1000 Brussel, Belgium","46460, 46460, 51460, 51460",406754454,1969-06-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=406754454, databe: https://data.be/en/company/0406754454, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0406754454&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0406754454, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=406754454, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0406754454, kbodata: http://data.kbodata.be/organisation/0406_754_454, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0406754454, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0406754454, opencorporates: https://opencorporates.com/companies/be/0406754454, opencorporatesapi: https://api.opencorporates.com/companies/be/0406754454, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0406754454, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0406754454, trendstop: http://trendstop.knack.be/en/detail/0406754454, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0406754454",77,111072.78,2022.0
O&M HALYARD BELGIUM,"Berkenlaan 8B, 1831 Machelen (Brab.), Belgium","46460, 46460",688933590,2018-01-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=688933590, databe: https://data.be/en/company/0688933590, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0688933590&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0688933590, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=688933590, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0688933590, kbodata: http://data.kbodata.be/organisation/0688_933_590, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0688933590, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0688933590, opencorporates: https://opencorporates.com/companies/be/0688933590, opencorporatesapi: https://api.opencorporates.com/companies/be/0688933590, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0688933590, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0688933590, trendstop: http://trendstop.knack.be/en/detail/0688933590, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0688933590",61,101644.349,2022.0
EUROPEAN DISTRIBUTION CENTER MOTIVA,"Nijverheidsstraat 96, 2160 Wommelgem, Belgium","70220, 46460, 47730, 70220, 52310",881512541,2006-05-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=881512541, databe: https://data.be/en/company/0881512541, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0881512541&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0881512541, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=881512541, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0881512541, kbodata: http://data.kbodata.be/organisation/0881_512_541, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0881512541, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0881512541, opencorporates: https://opencorporates.com/companies/be/0881512541, opencorporatesapi: https://api.opencorporates.com/companies/be/0881512541, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0881512541, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0881512541, trendstop: http://trendstop.knack.be/en/detail/0881512541, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0881512541",38,88425.75,2022.0
SANDOZ,"Medialaan 40, 1800 Vilvoorde, Belgium","46460, 46460, 74131, 51550",457517227,1996-03-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=457517227, databe: https://data.be/en/company/0457517227, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0457517227&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0457517227, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=457517227, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0457517227, kbodata: http://data.kbodata.be/organisation/0457_517_227, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0457517227, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0457517227, opencorporates: https://opencorporates.com/companies/be/0457517227, opencorporatesapi: https://api.opencorporates.com/companies/be/0457517227, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0457517227, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0457517227, trendstop: http://trendstop.knack.be/en/detail/0457517227, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0457517227",109,97175.132,2022.0
JUBILANT LIFE SCIENCES,"Guldensporenpark 22, 9820 Merelbeke, Belgium",46751,536745342,2013-07-12,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=536745342, databe: https://data.be/en/company/0536745342, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0536745342&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0536745342, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=536745342, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0536745342, kbodata: http://data.kbodata.be/organisation/0536_745_342, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0536745342, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0536745342, opencorporates: https://opencorporates.com/companies/be/0536745342, opencorporatesapi: https://api.opencorporates.com/companies/be/0536745342, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0536745342, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0536745342, trendstop: http://trendstop.knack.be/en/detail/0536745342, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0536745342",2,81315.319,2022.0
BIOGEN BELGIUM,"Culliganlaan 2, 1831 Machelen (Brab.), Belgium","46460, 46460, 70100, 51460, 74152, 51460",462285469,1997-12-29,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=462285469, databe: https://data.be/en/company/0462285469, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0462285469&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0462285469, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=462285469, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0462285469, kbodata: http://data.kbodata.be/organisation/0462_285_469, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0462285469, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0462285469, opencorporates: https://opencorporates.com/companies/be/0462285469, opencorporatesapi: https://api.opencorporates.com/companies/be/0462285469, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0462285469, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0462285469, trendstop: http://trendstop.knack.be/en/detail/0462285469, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0462285469",42,93492.89,2022.0
VOLCANO EUROPE,"Excelsiorlaan 41, 1930 Zaventem, Belgium","46460, 46460, 51460, 51460",859842345,2003-07-30,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=859842345, databe: https://data.be/en/company/0859842345, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0859842345&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0859842345, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=859842345, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0859842345, kbodata: http://data.kbodata.be/organisation/0859_842_345, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0859842345, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0859842345, opencorporates: https://opencorporates.com/companies/be/0859842345, opencorporatesapi: https://api.opencorporates.com/companies/be/0859842345, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0859842345, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0859842345, trendstop: http://trendstop.knack.be/en/detail/0859842345, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0859842345",85,90454.619,2022.0
OMRIX BIOPHARMACEUTICALS,"Leonardo da Vincilaan 15, 1831 Machelen (Brab.), Belgium","70100, 46460, 51460, 74152",455883073,1995-08-31,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=455883073, databe: https://data.be/en/company/0455883073, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0455883073&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0455883073, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=455883073, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0455883073, kbodata: http://data.kbodata.be/organisation/0455_883_073, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0455883073, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0455883073, opencorporates: https://opencorporates.com/companies/be/0455883073, opencorporatesapi: https://api.opencorporates.com/companies/be/0455883073, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0455883073, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0455883073, trendstop: http://trendstop.knack.be/en/detail/0455883073, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0455883073",2,82546.077,2022.0
GE HEALTHCARE,"Kouterveldstraat 20, 1831 Machelen (Brab.), Belgium","46460, 32500, 27510, 33101, 29710, 51460",404632629,1920-07-07,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=404632629, databe: https://data.be/en/company/0404632629, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0404632629&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0404632629, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=404632629, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0404632629, kbodata: http://data.kbodata.be/organisation/0404_632_629, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0404632629, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0404632629, opencorporates: https://opencorporates.com/companies/be/0404632629, opencorporatesapi: https://api.opencorporates.com/companies/be/0404632629, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0404632629, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0404632629, trendstop: http://trendstop.knack.be/en/detail/0404632629, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0404632629",112,80307.105,2022.0
SERB,"Louizalaan 480, 1050 Elsene, Belgium","46460, 46460, 21201",538813719,2013-09-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=538813719, databe: https://data.be/en/company/0538813719, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0538813719&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0538813719, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=538813719, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0538813719, kbodata: http://data.kbodata.be/organisation/0538_813_719, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0538813719, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0538813719, opencorporates: https://opencorporates.com/companies/be/0538813719, opencorporatesapi: https://api.opencorporates.com/companies/be/0538813719, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0538813719, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0538813719, trendstop: http://trendstop.knack.be/en/detail/0538813719, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0538813719",9,78463.774,2022.0
GILEAD SCIENCES BELGIUM,"Culliganlaan 2D, 1831 Machelen (Brab.), Belgium","46460, 46460",882565584,2006-07-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=882565584, databe: https://data.be/en/company/0882565584, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0882565584&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0882565584, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=882565584, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0882565584, kbodata: http://data.kbodata.be/organisation/0882_565_584, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0882565584, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0882565584, opencorporates: https://opencorporates.com/companies/be/0882565584, opencorporatesapi: https://api.opencorporates.com/companies/be/0882565584, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0882565584, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0882565584, trendstop: http://trendstop.knack.be/en/detail/0882565584, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0882565584",46,77531.608,2022.0
ZIMMER BIOMET,"Culliganlaan 2A, 1831 Machelen (Brab.), Belgium","46460, 46460, 51460, 51460",474708991,2001-04-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=474708991, databe: https://data.be/en/company/0474708991, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0474708991&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0474708991, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=474708991, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0474708991, kbodata: http://data.kbodata.be/organisation/0474_708_991, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0474708991, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0474708991, opencorporates: https://opencorporates.com/companies/be/0474708991, opencorporatesapi: https://api.opencorporates.com/companies/be/0474708991, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0474708991, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0474708991, trendstop: http://trendstop.knack.be/en/detail/0474708991, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0474708991",99,75789.37,2022.0
PORTON EUROPE,"Steenweg op Antwerpen 99, 2300 Turnhout, Belgium","46460, 46460",899916015,2008-08-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=899916015, databe: https://data.be/en/company/0899916015, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0899916015&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0899916015, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=899916015, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0899916015, kbodata: http://data.kbodata.be/organisation/0899_916_015, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0899916015, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0899916015, opencorporates: https://opencorporates.com/companies/be/0899916015, opencorporatesapi: https://api.opencorporates.com/companies/be/0899916015, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0899916015, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0899916015, trendstop: http://trendstop.knack.be/en/detail/0899916015, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0899916015",1,66073.316,2022.0
ANTWERPS DISTRIBUTIE CENTRUM,"Beekhoekstraat 97, 2540 Hove, Belgium","46460, 46460, 51460, 51460",433940287,1988-03-31,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=433940287, databe: https://data.be/en/company/0433940287, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0433940287&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0433940287, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=433940287, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0433940287, kbodata: http://data.kbodata.be/organisation/0433_940_287, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0433940287, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0433940287, opencorporates: https://opencorporates.com/companies/be/0433940287, opencorporatesapi: https://api.opencorporates.com/companies/be/0433940287, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0433940287, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0433940287, trendstop: http://trendstop.knack.be/en/detail/0433940287, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0433940287",83,64896.781,2022.0
FRESENIUS KABI,"Brandekensweg 9, 2627 Schelle, Belgium","46460, 46460, 51900, 51460",458813760,1996-09-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=458813760, databe: https://data.be/en/company/0458813760, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0458813760&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0458813760, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=458813760, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0458813760, kbodata: http://data.kbodata.be/organisation/0458_813_760, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0458813760, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0458813760, opencorporates: https://opencorporates.com/companies/be/0458813760, opencorporatesapi: https://api.opencorporates.com/companies/be/0458813760, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0458813760, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0458813760, trendstop: http://trendstop.knack.be/en/detail/0458813760, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0458813760",67,64840.346,2022.0
ABBOTT MEDICAL BELGIUM,"Da Vincilaan 11, 1930 Zaventem, Belgium","46460, 46460, 51460, 51460",441665942,1990-09-28,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=441665942, databe: https://data.be/en/company/0441665942, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0441665942&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0441665942, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=441665942, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0441665942, kbodata: http://data.kbodata.be/organisation/0441_665_942, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0441665942, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0441665942, opencorporates: https://opencorporates.com/companies/be/0441665942, opencorporatesapi: https://api.opencorporates.com/companies/be/0441665942, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0441665942, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0441665942, trendstop: http://trendstop.knack.be/en/detail/0441665942, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0441665942",83,70843.808,2022.0
MENARINI BENELUX,"De Kleetlaan 3, 1831 Machelen (Brab.), Belgium","46460, 46460, 51460, 51460",403075481,1958-12-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403075481, databe: https://data.be/en/company/0403075481, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403075481&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403075481, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403075481, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403075481, kbodata: http://data.kbodata.be/organisation/0403_075_481, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403075481, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403075481, opencorporates: https://opencorporates.com/companies/be/0403075481, opencorporatesapi: https://api.opencorporates.com/companies/be/0403075481, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403075481, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403075481, trendstop: http://trendstop.knack.be/en/detail/0403075481, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403075481",151,68950.666,2022.0
SERVIER BENELUX,"Internationalelaan 57, 1070 Anderlecht, Belgium","46460, 46460, 51460, 51460",408056927,1971-01-29,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=408056927, databe: https://data.be/en/company/0408056927, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0408056927&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0408056927, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=408056927, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0408056927, kbodata: http://data.kbodata.be/organisation/0408_056_927, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0408056927, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0408056927, opencorporates: https://opencorporates.com/companies/be/0408056927, opencorporatesapi: https://api.opencorporates.com/companies/be/0408056927, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0408056927, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0408056927, trendstop: http://trendstop.knack.be/en/detail/0408056927, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0408056927",42,66801.415,2022.0
EUMEDICA,"ARNOLD BOCKLIN STRASSE 1, 4051 BASEL, Belgium","46460, 51460",862003960,2003-12-03,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=862003960, databe: https://data.be/en/company/0862003960, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0862003960&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0862003960, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=862003960, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0862003960, kbodata: http://data.kbodata.be/organisation/0862_003_960, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0862003960, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0862003960, opencorporates: https://opencorporates.com/companies/be/0862003960, opencorporatesapi: https://api.opencorporates.com/companies/be/0862003960, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0862003960, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0862003960, trendstop: http://trendstop.knack.be/en/detail/0862003960, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0862003960",123,62713.891,2022.0
